Price,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,ABBV,ABT,ACN,ADBE,ADI,ADP,AMAT,AMD,AMGN,AMZN,ANET,AVGO,AXP,BA,BAC,BKNG,BLK,BMY,BRK-B,BSX,BX,C,CAT,CB,CMCSA,COP,COST,CRM,CSCO,CVX,DE,DHR,DIS,ETN,FI,GE,GILD,GOOG,GOOGL,GS,HD,HON,IBM,ICE,INTC,INTU,ISRG,JNJ,JPM,KLAC,KO,LIN,LLY,LOW,LRCX,MA,MCD,MDT,META,MMC,MRK,MS,MSFT,MU,NEE,NFLX,NOW,NVDA,ORCL,PANW,PEP,PFE,PG,PGR,PLD,PLTR,PM,QCOM,RTX,SBUX,SCHW,SO,SPGI,SYK,T,TJX,TMO,TMUS,TSLA,TXN,UBER,UNH,UNP,V,VRTX,VZ,WFC,WMT,XOM,AAPL,ABBV,ABT,ACN,ADBE,ADI,ADP,AMAT,AMD,AMGN,AMZN,ANET,AVGO,AXP,BA,BAC,BKNG,BLK,BMY,BRK-B,BSX,BX,C,CAT,CB,CMCSA,COP,COST,CRM,CSCO,CVX,DE,DHR,DIS,ETN,FI,GE,GILD,GOOG,GOOGL,GS,HD,HON,IBM,ICE,INTC,INTU,ISRG,JNJ,JPM,KLAC,KO,LIN,LLY,LOW,LRCX,MA,MCD,MDT,META,MMC,MRK,MS,MSFT,MU,NEE,NFLX,NOW,NVDA,ORCL,PANW,PEP,PFE,PG,PGR,PLD,PLTR,PM,QCOM,RTX,SBUX,SCHW,SO,SPGI,SYK,T,TJX,TMO,TMUS,TSLA,TXN,UBER,UNH,UNP,V,VRTX,VZ,WFC,WMT,XOM,AAPL,ABBV,ABT,ACN,ADBE,ADI,ADP,AMAT,AMD,AMGN,AMZN,ANET,AVGO,AXP,BA,BAC,BKNG,BLK,BMY,BRK-B,BSX,BX,C,CAT,CB,CMCSA,COP,COST,CRM,CSCO,CVX,DE,DHR,DIS,ETN,FI,GE,GILD,GOOG,GOOGL,GS,HD,HON,IBM,ICE,INTC,INTU,ISRG,JNJ,JPM,KLAC,KO,LIN,LLY,LOW,LRCX,MA,MCD,MDT,META,MMC,MRK,MS,MSFT,MU,NEE,NFLX,NOW,NVDA,ORCL,PANW,PEP,PFE,PG,PGR,PLD,PLTR,PM,QCOM,RTX,SBUX,SCHW,SO,SPGI,SYK,T,TJX,TMO,TMUS,TSLA,TXN,UBER,UNH,UNP,V,VRTX,VZ,WFC,WMT,XOM,AAPL,ABBV,ABT,ACN,ADBE,ADI,ADP,AMAT,AMD,AMGN,AMZN,ANET,AVGO,AXP,BA,BAC,BKNG,BLK,BMY,BRK-B,BSX,BX,C,CAT,CB,CMCSA,COP,COST,CRM,CSCO,CVX,DE,DHR,DIS,ETN,FI,GE,GILD,GOOG,GOOGL,GS,HD,HON,IBM,ICE,INTC,INTU,ISRG,JNJ,JPM,KLAC,KO,LIN,LLY,LOW,LRCX,MA,MCD,MDT,META,MMC,MRK,MS,MSFT,MU,NEE,NFLX,NOW,NVDA,ORCL,PANW,PEP,PFE,PG,PGR,PLD,PLTR,PM,QCOM,RTX,SBUX,SCHW,SO,SPGI,SYK,T,TJX,TMO,TMUS,TSLA,TXN,UBER,UNH,UNP,V,VRTX,VZ,WFC,WMT,XOM,AAPL,ABBV,ABT,ACN,ADBE,ADI,ADP,AMAT,AMD,AMGN,AMZN,ANET,AVGO,AXP,BA,BAC,BKNG,BLK,BMY,BRK-B,BSX,BX,C,CAT,CB,CMCSA,COP,COST,CRM,CSCO,CVX,DE,DHR,DIS,ETN,FI,GE,GILD,GOOG,GOOGL,GS,HD,HON,IBM,ICE,INTC,INTU,ISRG,JNJ,JPM,KLAC,KO,LIN,LLY,LOW,LRCX,MA,MCD,MDT,META,MMC,MRK,MS,MSFT,MU,NEE,NFLX,NOW,NVDA,ORCL,PANW,PEP,PFE,PG,PGR,PLD,PLTR,PM,QCOM,RTX,SBUX,SCHW,SO,SPGI,SYK,T,TJX,TMO,TMUS,TSLA,TXN,UBER,UNH,UNP,V,VRTX,VZ,WFC,WMT,XOM
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-19 14:30:00+00:00,244.6999969482422,197.8300018310547,131.33999633789062,385.7449951171875,459.3999938964844,227.0,310.70001220703125,171.60000610351562,114.73999786376953,294.17498779296875,225.52000427246094,104.2750015258789,226.41949462890625,310.82501220703125,185.22999572753906,45.6150016784668,5096.64501953125,971.7141723632812,54.400001525878906,482.0199890136719,105.25,165.8928985595703,84.02999877929688,351.8450012207031,267.54998779296875,36.369998931884766,99.37000274658203,1059.1650390625,325.9018859863281,64.38189697265625,157.25,500.260009765625,202.8105926513672,109.70999908447266,309.7076110839844,236.17999267578125,209.6649932861328,106.53919982910156,186.3800048828125,184.42999267578125,667.0449829101562,396.2099914550781,211.58999633789062,261.0799865722656,166.86500549316406,25.63990020751953,580.7008056640625,600.510009765625,156.50999450683594,278.6300048828125,761.1950073242188,69.6500015258789,464.0350036621094,866.5,245.67999267578125,86.52999877929688,570.3350219726562,300.0,86.38999938964844,701.0999755859375,230.51499938964844,83.69999694824219,139.7100067138672,409.135009765625,105.72000122070312,68.54000091552734,1027.8900146484375,986.9000244140625,138.5800018310547,177.57679748535156,205.5800018310547,145.0399932861328,25.69499969482422,165.77999877929688,264.7900085449219,120.56999969482422,122.81500244140625,148.97999572753906,175.63999938964844,125.30500030517578,112.62000274658203,81.13999938964844,85.63999938964844,540.405029296875,386.57000732421875,26.174999237060547,123.27999877929688,527.114990234375,263.8599853515625,361.1700134277344,190.1699981689453,80.03939819335938,499.010009765625,247.64500427246094,356.6199951171875,467.20001220703125,41.404998779296875,80.19499969482422,103.41999816894531,111.29499816894531,246.00999450683594,197.8699951171875,131.52999877929688,387.30999755859375,463.6099853515625,230.8800048828125,311.5450134277344,173.02499389648438,115.1500015258789,294.17498779296875,226.16000366210938,105.87000274658203,229.0653076171875,311.9999084472656,186.6300048828125,46.040000915527344,5168.6201171875,974.0,54.540000915527344,482.9100036621094,105.44999694824219,166.85000610351562,84.2300033569336,352.4800109863281,267.58990478515625,36.494998931884766,100.08999633789062,1062.739990234375,329.739990234375,64.55999755859375,157.8000030517578,501.17999267578125,204.0,110.33000183105469,311.4599914550781,237.1300048828125,209.8699951171875,106.55999755859375,186.6999969482422,184.8000030517578,669.6799926757812,397.7250061035156,211.69000244140625,262.9071044921875,167.0,26.270000457763672,582.8798828125,601.3300170898438,156.55999755859375,278.67999267578125,768.0,69.69999694824219,464.30999755859375,868.8800048828125,248.8800048828125,87.3499984741211,570.7000122070312,303.7900085449219,86.61000061035156,707.0,230.60000610351562,84.04000091552734,140.5399932861328,409.5899963378906,107.19000244140625,69.0,1035.1800537109375,1002.844970703125,140.0,179.5399932861328,208.38999938964844,145.17999267578125,25.709999084472656,166.2100067138672,264.7900085449219,121.0,124.94999694824219,149.1199951171875,176.4600067138672,125.58999633789062,112.91999816894531,81.5,86.12000274658203,542.280029296875,386.57000732421875,26.25,123.91999816894531,527.114990234375,264.25,361.2900085449219,190.61000061035156,81.9000015258789,502.94000244140625,250.25999450683594,357.1499938964844,467.20001220703125,41.41559982299805,80.5,104.12660217285156,111.7699966430664,244.11810302734375,196.00999450683594,130.0,384.44000244140625,458.9703063964844,226.32620239257812,310.07000732421875,171.14999389648438,113.13999938964844,291.8999938964844,224.17999267578125,103.44999694824219,226.24000549316406,310.2001037597656,184.9550018310547,45.420101165771484,5090.3798828125,966.8800048828125,54.119998931884766,480.67999267578125,104.76370239257812,165.64999389648438,83.8499984741211,350.4599914550781,265.17999267578125,36.279998779296875,98.16000366210938,1055.844970703125,325.32000732421875,64.29000091552734,156.52000427246094,496.0,202.2100067138672,109.13999938964844,309.17999267578125,235.94000244140625,209.0,105.19999694824219,185.5050048828125,183.60000610351562,665.8400268554688,394.4800109863281,207.92999267578125,261.010009765625,166.0399932861328,25.559999465942383,576.72998046875,598.1300048828125,154.75,277.2200012207031,753.0900268554688,69.16999816894531,460.1199951171875,857.1749877929688,245.59500122070312,85.83999633789062,566.64501953125,299.69000244140625,85.72270202636719,698.3756103515625,229.3699951171875,82.8499984741211,139.4149932861328,407.739990234375,105.37000274658203,68.45999908447266,1025.6800537109375,985.02001953125,138.42689514160156,177.3000030517578,205.360107421875,144.16000366210938,25.5,165.24000549316406,262.45001220703125,120.41000366210938,122.24009704589844,148.39500427246094,174.41830444335938,124.19999694824219,112.33999633789062,80.87000274658203,85.58999633789062,539.7650146484375,384.260009765625,26.06999969482422,123.04000091552734,520.0,262.70001220703125,353.7349853515625,188.72999572753906,80.02999877929688,498.70001220703125,246.77999877929688,355.4599914550781,461.9100036621094,41.281898498535156,79.97000122070312,102.55000305175781,110.58000183105469,244.61000061035156,196.7899932861328,130.26499938964844,385.989990234375,463.6099853515625,229.67999267578125,310.70001220703125,172.30499267578125,114.23500061035156,292.0,225.39999389648438,104.5,227.85000610351562,310.3800048828125,185.30999755859375,45.880001068115234,5168.6201171875,971.0,54.42499923706055,482.3699951171875,105.3499984741211,165.88999938964844,84.05999755859375,351.0799865722656,265.17999267578125,36.45000076293945,98.3499984741211,1056.06005859375,329.739990234375,64.5,156.52000427246094,496.1600036621094,203.42999267578125,109.13999938964844,310.5799865722656,236.0,209.0399932861328,105.19999694824219,186.18499755859375,184.3105010986328,669.0800170898438,397.2200012207031,207.92999267578125,262.0,166.91000366210938,25.969999313354492,578.739990234375,601.3300170898438,155.0,278.3800048828125,761.1300048828125,69.23999786376953,460.5849914550781,857.1749877929688,247.25,86.30000305175781,567.489990234375,303.32000732421875,86.0,704.094970703125,230.0399932861328,83.23999786376953,140.00999450683594,408.3599853515625,105.83509826660156,68.54000091552734,1035.1800537109375,1001.0,139.50999450683594,178.5800018310547,208.19000244140625,144.22999572753906,25.56999969482422,166.10000610351562,263.010009765625,120.7300033569336,123.83999633789062,149.0,174.41830444335938,124.41000366210938,112.44000244140625,81.0999984741211,86.0,542.280029296875,384.5799865722656,26.209999084472656,123.91999816894531,521.219970703125,262.70001220703125,353.9700012207031,189.77999877929688,80.79000091552734,501.3299865722656,249.64999389648438,356.0150146484375,463.260009765625,41.349998474121094,80.38009643554688,103.8499984741211,110.66999816894531,4657757,222122,253372,106488,201550,1178847,151646,350494,3973962,60961,2712393,4140763,1654163,82336,399401,5199151,12735.0,47091,502953,201496,344332,190680,705944,124750,52551,1034540,741817,129668,404236,919517,271447,113314,250153,578463,148155,114450,146910,303793,1414110,2226075,143929,317936,400513,153477,132879,34196828,104664,63861,446962,584012,36166,1030747,121615,481575,154123,685467,177633,259188,480512,3473293,111411,1154984,193108,1376055,2155459,578726,250662,136248,17460009,602497,414993,388641,2385400,422182,369696,104528,10620488,183440,642935,306025,265321,316403,96207,197071,30792,2272279,137535,242290,165228,8147678,468360,1646122,257953,110494,259519,51044,1240819,646966,1578363,829946
2025-02-19 14:45:00+00:00,245.07000732421875,196.8800048828125,130.75,387.2799987792969,458.3599853515625,225.0500030517578,310.57501220703125,171.3800048828125,113.72000122070312,294.2099914550781,224.94500732421875,103.16500091552734,226.14999389648438,309.13250732421875,185.33999633789062,45.67499923706055,5073.43017578125,969.969970703125,54.310001373291016,482.77398681640625,105.29499816894531,165.30999755859375,84.0999984741211,352.4100036621094,267.1838073730469,36.60499954223633,99.5250015258789,1059.2900390625,325.7799987792969,64.52999877929688,157.02999877929688,500.07501220703125,201.3000030517578,110.16999816894531,310.0,235.5800018310547,210.22500610351562,106.43000030517578,186.4600067138672,184.55999755859375,666.9500122070312,397.57000732421875,210.89999389648438,261.5199890136719,166.8699951171875,25.720699310302734,580.5900268554688,598.8699951171875,156.4550018310547,278.4800109863281,761.5399780273438,69.49500274658203,464.7699890136719,861.0900268554688,246.52499389648438,85.97000122070312,568.1799926757812,300.4200134277344,86.23999786376953,701.4749755859375,230.99000549316406,83.63999938964844,139.73500061035156,409.3800048828125,105.65499877929688,68.61000061035156,1031.510009765625,985.260009765625,138.27000427246094,177.25,205.1999053955078,145.11749267578125,25.635000228881836,165.94000244140625,264.7900085449219,120.8499984741211,122.94499969482422,149.77000427246094,174.88099670410156,125.69999694824219,112.86000061035156,81.13999938964844,85.7699966430664,540.5449829101562,386.4599914550781,26.155000686645508,123.44999694824219,523.4299926757812,263.7099914550781,363.7099914550781,189.5500030517578,79.54000091552734,498.8999938964844,246.97999572753906,356.0899963378906,466.8699951171875,41.404998779296875,80.41999816894531,103.83999633789062,111.30000305175781,245.1999969482422,198.11000061035156,131.5050048828125,387.4100036621094,460.29998779296875,228.1300048828125,310.67999267578125,172.16000366210938,114.87000274658203,295.0799865722656,225.702392578125,105.1500015258789,227.16000366210938,311.0,185.5800018310547,45.744998931884766,5073.43017578125,971.260009765625,54.5,483.0899963378906,105.37000274658203,166.03500366210938,84.21499633789062,353.04998779296875,267.6449890136719,36.619998931884766,100.29000091552734,1060.030029296875,326.5398864746094,64.52999877929688,157.75,500.6000061035156,202.9250030517578,110.20999908447266,310.57000732421875,236.39999389648438,210.51499938964844,106.80500030517578,186.6300048828125,184.7100067138672,668.1900024414062,397.7300109863281,211.6999969482422,261.5299987792969,167.08999633789062,25.78499984741211,581.8300170898438,600.9099731445312,156.86500549316406,279.0,763.2650146484375,69.71499633789062,465.635009765625,867.5,246.72500610351562,86.58999633789062,570.3350219726562,300.7699890136719,86.86000061035156,703.3699951171875,231.22500610351562,83.87000274658203,139.96499633789062,409.92999267578125,106.4800033569336,68.80999755859375,1032.0799560546875,988.1699829101562,139.11000061035156,177.80999755859375,205.75990295410156,145.36700439453125,25.75,165.9600067138672,265.30999755859375,120.8499984741211,123.5,149.77000427246094,176.3300018310547,125.94000244140625,112.94000244140625,81.15499877929688,85.80000305175781,541.0700073242188,386.9800109863281,26.239999771118164,123.4800033569336,526.9600219726562,263.9649963378906,365.5,190.50999450683594,80.17980194091797,499.9639892578125,247.75,356.7650146484375,468.125,41.4900016784668,80.55999755859375,103.94000244140625,111.58000183105469,244.33799743652344,196.375,130.60000610351562,385.7449951171875,457.9100036621094,224.10000610351562,310.1300048828125,171.19000244140625,113.52010345458984,293.49481201171875,224.7100067138672,102.80000305175781,225.1999969482422,309.0299987792969,184.66140747070312,45.59000015258789,5043.02001953125,968.010009765625,54.29499816894531,481.94000244140625,105.06999969482422,165.27999877929688,83.97699737548828,351.3999938964844,266.864990234375,36.36000061035156,99.3499984741211,1056.43994140625,325.2200012207031,64.30999755859375,156.82000732421875,498.6549987792969,201.2100067138672,109.5999984741211,309.04998779296875,235.52000427246094,209.50999450683594,106.20999908447266,186.02000427246094,184.1199951171875,666.260009765625,395.57000732421875,210.38150024414062,260.6600036621094,166.30999755859375,25.459999084472656,578.9600219726562,598.75,156.07000732421875,278.2900085449219,759.844970703125,69.40499877929688,464.17498779296875,859.1201171875,245.1199951171875,85.9000015258789,568.0,299.70001220703125,85.97000122070312,700.2000122070312,230.36000061035156,83.4800033569336,139.55499267578125,408.75,105.5625,68.41000366210938,1024.510009765625,983.4099731445312,138.10000610351562,176.66000366210938,204.60000610351562,144.72000122070312,25.6200008392334,165.49000549316406,263.4549865722656,120.47000122070312,122.41999816894531,148.9550018310547,174.85499572753906,125.2490005493164,112.55000305175781,80.94999694824219,85.37999725341797,539.5119018554688,386.1099853515625,26.100000381469727,123.0,522.9400024414062,262.9200134277344,360.95001220703125,189.49000549316406,79.4800033569336,498.30999755859375,246.3000030517578,355.9700012207031,466.55999755859375,41.36000061035156,80.04499816894531,103.29000091552734,111.05999755859375,244.6999969482422,197.8300018310547,131.3350067138672,385.7449951171875,459.6600036621094,227.0449981689453,310.5199890136719,171.61000061035156,114.69999694824219,294.17999267578125,225.5399932861328,104.2750015258789,226.40499877929688,310.82501220703125,185.22999572753906,45.6150016784668,5055.9248046875,970.1799926757812,54.39500045776367,482.19000244140625,105.22000122070312,166.03500366210938,84.0199966430664,351.79998779296875,267.57501220703125,36.43000030517578,99.37000274658203,1060.030029296875,325.94000244140625,64.38999938964844,157.11000061035156,499.6700134277344,202.86500549316406,109.70999908447266,309.875,236.16000366210938,209.6649932861328,106.5999984741211,186.3800048828125,184.44000244140625,667.1900024414062,396.0799865722656,211.5800018310547,261.1199951171875,166.8699951171875,25.63360023498535,580.030029296875,600.5050048828125,156.52999877929688,278.55999755859375,761.4525146484375,69.66000366210938,464.25,866.6099853515625,245.61000061035156,86.5250015258789,570.3350219726562,300.04998779296875,86.41000366210938,701.1749877929688,230.53500366210938,83.68000030517578,139.67999267578125,409.1000061035156,105.68000030517578,68.5250015258789,1027.260009765625,986.114990234375,138.5800018310547,177.64500427246094,205.5800018310547,144.97000122070312,25.69499969482422,165.77999877929688,264.6449890136719,120.7300033569336,122.83000183105469,148.97999572753906,175.64500427246094,125.3219985961914,112.69000244140625,81.12000274658203,85.62999725341797,540.4149780273438,386.69500732421875,26.149999618530273,123.25,526.7606811523438,263.9599914550781,361.25,190.10499572753906,80.04000091552734,499.010009765625,247.64500427246094,356.6700134277344,467.6700134277344,41.404998779296875,80.19499969482422,103.43000030517578,111.29000091552734,1109246,159269,119327,29123,81310,341969,48950,153294,1531790,49250,955334,1685906,759134,64402,219011,2034155,6875.0,18577,278487,58562,136275,91058,404909,53604,21684,870642,408754,47614,145531,447236,234847,46800,122542,212218,88920,73701,74137,180342,484051,823470,62059,105483,192452,86059,61257,12440206,38882,32556,273328,241010,14401,394903,49615,148086,106724,407349,78548,120438,447192,982685,55437,626815,117502,538604,763173,629472,145269,45729,7443433,346261,170764,190637,1214976,237987,207214,29322,3932071,217393,227089,201288,143073,145604,109010,38573,24769,1418168,115194,178100,76623,6893439,185655,1175455,219683,107208,133460,25780,569666,538251,629784,450203
